HTS code,Description
8702.90,"Motor vehicles for the transport of = 10 persons, incl. driver, not with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"", of a cylinder capacity of 2.500 cmÂ³, new"
8703.10,Vehicles for the transport of persons on snow; golf cars and similar vehicles
8703.21,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity = 1.000 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.22,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity 1.000 cmÂ³ but = 1.500 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.23,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity 1.500 cmÂ³ but = 3.000 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.24,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with spark-ignition internal combustion reciprocating piston engine of a cylinder capacity 3.000 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.31,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a cylinder capacity = 1.500 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.32,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a cylinder capacity 1.500 cmÂ³ but = 2.500 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.33,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a cylinder capacity 2.500 cmÂ³ (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8703.40,"Motor cars and other motor vehicles principally designed for the transport of 10 persons, incl. station wagons and racing cars, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion (excl. vehicles for travelling on snow, other specially designed vehicles of subheading 8703.10 and plug-in hybrids)"
8703.50,"Motor cars and other motor vehicles principally designed for the transport of 10 persons, incl. station wagons and racing cars, with both diesel engine and electric motor as motors for propulsion (excl. vehicles for travelling on snow, other specially designed vehicles of subheading 8703.10 and plug-in hybrids)"
8703.60,"Motor cars and other motor vehicles principally designed for the transport of 10 persons, incl. station wagons and racing cars, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)"
8703.70,"Motor cars and other motor vehicles principally designed for the transport of 10 persons, incl. station wagons and racing cars, with both diesel engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)"
8703.80,"Motor cars and other motor vehicles principally designed for the transport of 10 persons, incl. station wagons and racing cars, with only electric motor for propulsion (excl. vehicles for travelling on snow and other specially designed vehicles of subheading 8703.10)"
8703.90,"Motor cars and other vehicles principally designed for the transport of persons, incl. station wagons and racing cars, with engines other than spark-ignition internal combustion reciprocating piston engine ""diesel or semi-diesel engine"" (excluding vehicles for the transport of persons on snow and other specially designed vehicles of subheading 8703.10)"
8704.10,Dumpers for off-highway use
8704.21,"Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a gross vehicle weight = 5 t (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8704.22,"Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a gross vehicle weight 5 t but = 20 t (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8704.23,"Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of a gross vehicle weight 20 t (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8704.31,"Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight = 5 t (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8704.32,"Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight 5 t (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8704.90,"Motor vehicles for the transport of goods, with engines other than internal combustion piston engine (excluding dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)"
8705.10,Crane lorries (excluding breakdown lorries)
8705.20,Mobile drilling derricks
8705.30,Fire fighting vehicles (excluding vehicles for transporting persons)
8705.40,Concrete-mixer lorries
8705.90,"Special purpose motor vehicles (other than those principally designed for the transport of persons or goods and excluding concrete-mixer lorries, fire fighting vehicles, mobile drilling derricks and crane lorries)"
8706.00,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8701 to 8705 (excluding those with engines and cabs)"
8707.10,Bodies for motor cars and other motor vehicles principally designed for the transport of persons
8707.90,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8705"
8708.10,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s."
8708.21,Safety seat belts for motor vehicles
8708.29,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles (excluding bumpers and parts thereof and safety seat belts)"
8708.30,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s."
8708.40,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles, n.e.s."
